User Name,Number of Tweet,Number of Retweet,Average Length of Tweets,Standard Deviation of Length of Tweets,Average Number of Post Containing URLs,Number of Words Per Tweet,Number of Digits Per Tweet,Retweet Ratio,Hashtag Ratio,Mention Ratio,URL Ratio,Unique Mention Ratio,Unique Post Ratio,Mean of Like Count,Mean of Quote Count,Mean of Reply Count,Mean of Retweet Count,Number of Unique Source,Source Ratio,Number of Post Per Day,Tweet Similarity,Maximum Time Interval Between Post,Minimum Time Interval Between Post,Mean of Time Between Post,Standard Deviation of Time Interval Between Post,Idle Hours,Maximum Time Interval Between Retweets,Minimum Time Interval Between Retweets,Mean of Time Between Retweets,Standard Deviation of Time Interval Between Retweets,Maximum Time Interval Between Tweets,Minimum Time Interval Between Tweets,Mean of Time Between Tweets,Standard Deviation of Time Interval Between Tweets,Post Time Pattern,Followers Count,Following Count,Listed Count,Protected,Verified,Length of Description,Followers Ratio,Profile Image,Age of Account in Days,Listed Count Ratio,Reputation,Burstiness,Class
gAAAAABlHALRlXd7FkaF4G2uWkFU2jlXoxXeJf89KJeGfw5g8xDxXfNQ_UgJzIyP3J0gcn_HJT6GScYwBLZpbK3lrM4wFVO3XA==,0,1,0.0,0.0,0.0,21,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1390,931,94,0,0,80,1.49301826,1,3042,0.03090072321,0.5988797932,1.0,1
gAAAAABlHALRLFejtsxvhn6dWqfaFSD3Tdt9gy6P3nujOYvBMMOOzoNZlDz3RODyf1eQE-M4lLnxuiMSni88rxl3H3XzXSbGcg==,0,5,0.0,0.0,0.0,83,1.2,1.0,3.8,2.2,0.0,1.0,1.0,0.0,0.0,0.0,17.0,1,0.0005081300813,1.0,0.0,3020967,1542796,2261287.0,693368.6941,2512.541111,3020967,1542796,2261287.0,693368.6941,0,0,0.0,0.0,2.0,18032,7354,273,0,0,143,2.451998912,1,3073,0.08883826879,0.7103127708,1.999990593,0
gAAAAABlHALRdvg9tJDi5BVqb6L8DcXOaEXOuy-wSFe_7MBZobcTBNonALXdgHnh9Y2SLcbGBGWWpxLK1zRgN4xl75QhlJHGLA==,0,1,0.0,0.0,0.0,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6384.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,358,165,32,0,0,18,2.16969697,1,1403,0.022808268,0.6845124283,1.0,1
gAAAAABlHALRibBqPgpbPi7v_j0cEFZxe7RTwbuWdtZhubD1gZFypLiK0EEG7_EU8zB-GcTlesUk0JIuZg0U2Vnatqqakvp4CA==,0,1,0.0,0.0,0.0,24,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,720.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,513,452,0,0,0,156,1.134955752,1,2680,0.0,0.5316062176,1.0,1
gAAAAABlHALRPWYFIPnI0Y9ABr_Uuf9nyu1Au_p94FvQlvMwpzu7_oL5FohyO65W8H7btAeCEYyQ59WQlsri-dp2pRbHK_mJOg==,1,2,110.0,0.0,0.3333333333,53,0.0,0.6666666667,1.0,1.333333333,0.6666666667,0.6666666667,1.0,0.0,0.0,0.0,6.0,1,0.0005081300813,1.5,0.0,1130504,1116069,1123286.5,10207.08639,624.0480556,1116069,1116069,1116069.0,0.0,0,0,0.0,0.0,1.0,931,1272,3,0,0,142,0.731918239,1,2149,0.001395998139,0.4226055379,1.978666624,0
gAAAAABlHALRpPYxU_p-tKZB6yIw30PKUk15EkV0dHbMPVD7J-I1BufAKR84H-_xK56qJJpyX2rt--P0cYex77RDn_opVWw_0g==,0,1,0.0,0.0,0.0,20,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,86.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,464,382,0,0,0,98,1.214659686,1,597,0.0,0.548463357,1.0,1
gAAAAABlHALRDTZ73kp1TWi0qe6DT7y_zFezVl9wZ61jt6GHsB0tScfE9x6LghSSsQ3aBblD_l5EKad-1m_UvL8f9ik-3fSuTA==,0,47,0.0,0.0,0.4893617021,804,3.127659574,1.0,1.893617021,1.063829787,0.4893617021,0.6170212766,1.0,0.0,0.0,0.0,13.42553191,1,0.0005081300813,2.35,0.0009250693802,1746673,4803,688767.7174,495442.5914,8800.920833,1746673,4803,688767.7174,495442.5914,0,0,0.0,0.0,5.523561956,1079,1400,0,0,0,156,0.7707142857,1,326,0.0,0.4352561517,1.999994388,1
gAAAAABlHALRhh07MD7ismJjfw2ioC__R8XQvh5EbJo7AnKqXItOrdYqEjTrd15kFmytjm4F-t7W_Hu7Nb8Y2QQ2MCz5RlFEIQ==,0,1,0.0,0.0,0.0,23,4.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,260.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,308,437,12,0,0,109,0.704805492,1,3715,0.003230148048,0.4134228188,1.0,0
gAAAAABlHALRS96Mrzg0t6jmhSJ4-Runu8KNUkyYa66PvgLUHa0ZgVLD2EUW8YnGBdGg8iZqUJxsNiAWEEVAt84--OfC2KmP8A==,0,1,0.0,0.0,0.0,25,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,415.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8047,6244,142,0,0,150,1.288757207,1,2131,0.06663538245,0.5630816598,1.0,0
gAAAAABlHALRg16meZ8_sN1qZOjxnOFWWL5zKr9UJIX458U85iDxJ8ag4sHdLqdliCMcUuUzxi-VRzaVpRt74d5Osf2koJ-39w==,0,1,0.0,0.0,0.0,19,3.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,70.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,228118,3536,2577,0,0,159,64.51300905,1,4485,0.5745819398,0.9847358561,1.0,0
gAAAAABlHALRBnBudfYp2yD1IDXhilWtoYGwf7K4Gcnsoqg2ep7-Ro5x0SxauxnSawUhooUz6O9ORPYRcDEXhOqFaYxiqzi5IA==,0,7,0.0,0.0,0.4285714286,129,0.5714285714,1.0,1.142857143,1.285714286,0.4285714286,1.285714286,1.0,0.0,0.0,0.0,8.857142857,2,0.001016260163,1.166666667,0.0,8010666,363411,5026909.833,2713274.179,8378.183056,8010666,363411,5026909.833,2713274.179,0,0,0.0,0.0,2.584962501,1080,634,118,0,0,108,1.703470032,1,4110,0.02871046229,0.6301050175,1.999998634,0
gAAAAABlHALRfAptU8JcCcc6DMDkrpLEo6iY5Wf7nzktMZmf8SMCYMQM5da2l2rabtYs0P-tNXEkqruwuhliGG-DQGBfR6mwGw==,0,2,0.0,0.0,0.0,29,0.0,1.0,10.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5,1,0.0005081300813,2.0,0.0,49,49,49.0,0.0,0.01361111111,49,49,49.0,0.0,0,0,0.0,0.0,0.0,3120,144,49,0,0,111,21.66666667,1,3069,0.01596611274,0.9558823529,0.0,0
gAAAAABlHALR24SGRjZHrOjAX67P19IP2boSpOzVxCSTItUsohubOHMVxlS-4KzRzofjXE8DeL_VHB34wjN5iSpMPbmpx0HtgA==,1,0,93.0,0.0,0.0,18,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1068,312,3,0,0,129,3.423076923,1,2107,0.001423825344,0.7739130435,1.0,0
gAAAAABlHALRICoJWYbmxRPzXj_615cWO7fW2bD5_6jMF8jMbYfJE6DM_aUFo8vp0hdRy5CtCpxgdrxdPvJOqIgsa1ha4yHVAA==,0,1,0.0,0.0,0.0,20,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2548,6,26,0,0,144,424.6666667,1,2661,0.009770762871,0.9976507439,1.0,0
gAAAAABlHALR3a-a5CkRljiWvqfnBTpj4VDem5mzoCKRfeKGXoCtO7JnSmPaHIdaKur5Ef9MJoZ4QIrBUZpBF0SejcspfclzEQ==,0,1,0.0,0.0,0.0,22,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,523,631,13,0,0,64,0.8288431062,1,4189,0.003103365958,0.4532062392,1.0,0
gAAAAABlHALR2lapvxkV2wlUWKLvarIXJ7TA_2KbIK7OnIl-qg2x3JhHjM8e05qIHzmKWJ-nTpfVilHfAZqgapkoCYCy7rOZ1g==,0,1,0.0,0.0,0.0,24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,582.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,103866,646,1720,0,1,149,160.7832817,1,2700,0.637037037,0.9938188916,1.0,0
gAAAAABlHALRGbM1R5HnE1ekHCxTLOJOvwe0jsY19Q4eVjl7FeBqO3YcItWv9noemM1IY8wjQa4wtAqwbiSMBUExjic2tHVOVA==,0,1,0.0,0.0,0.0,22,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,124.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2031,960,156,0,0,158,2.115625,1,4822,0.03235172128,0.6790371113,1.0,0
gAAAAABlHALRXiAGgSf9g9o_UNSNInl1HNS6hQgsXKWrw1sKjb4JsecoRuJJU3kvY40OHeyryhacrKuZIN6gAWSVQPFxOhS7eA==,0,1,0.0,0.0,0.0,20,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,916.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,115,66,0,0,0,136,1.742424242,1,1085,0.0,0.635359116,1.0,0
gAAAAABlHALR-4xp4_vObkUnDwMrIULVixazZzihLqgyZ_KFuRWjpJsG5Lu_JxykcQFFy6wiyvZrXSmR5iozPCSEEDMVXtOcqQ==,0,1,0.0,0.0,0.0,19,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,462,108,1,0,0,44,4.277777778,1,1128,0.0008865248227,0.8105263158,1.0,1
gAAAAABlHALRj7jaFnLqjuhRE22RZTfIoCNbYy4t9bvQcUV6W-yDa7efuxLZhDO-8NruEJAAsQq2gl05PXdERu9fum5k4IhHRA==,1,1,262.0,0.0,0.0,62,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,2,0.001016260163,1.0,0.0,7730497,7730497,7730497.0,0.0,2147.360278,0,0,0.0,0.0,0,0,0.0,0.0,0.0,113,125,16,0,0,139,0.904,1,5133,0.003117085525,0.474789916,0.0,0
gAAAAABlHALRpLjqDoD0b00KxMf6k0FSj5Mb4qPzwt-3jwCa2zbzIawqZfaVNWVMbY9IlVmPjIJFQubVkF_kVE02uJlOsVtiQQ==,0,1,0.0,0.0,0.0,25,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3679,2705,5,0,0,65,1.360073937,1,487,0.01026694045,0.5762844612,1.0,0
gAAAAABlHALRpD5oqEIsZWJpSCHHrnNm47FS22dULMx5u4X8hWK2bKnuE5TW8VYC2xyzigq9fJHfkDG9JdFR3ePTfGfRAJkIrg==,1,0,202.0,0.0,0.0,32,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1565,1193,26,0,0,130,1.311818944,1,4840,0.005371900826,0.567440174,1.0,0
gAAAAABlHALRpCpCzxXIZ_wHOgRM2UGVy-fEVt_KFwmMkxPs5EYQB5MVD_KgNAkBKH6SvM1cvzbn5XF9SvKibGHX_kIIO-lYHA==,0,1,0.0,0.0,0.0,22,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1289,1368,19,0,0,87,0.942251462,1,2402,0.007910074938,0.4851336093,1.0,0
gAAAAABlHALRGBACELfSk9CFJKzJxA8kg1Phpv-sdLbuZQFU_m-QQepGyBf6r_VURiG5H6BHPDJfujL93nS3hN6xSbNXqNF3Yw==,1,0,274.0,0.0,0.0,44,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26,24,0,0,0,51,1.083333333,1,2517,0.0,0.52,1.0,0
gAAAAABlHALR0myaiqrYudz-TRWv3h5o2N_gxhgx77QDLWYJHLgrz4wmou7Z6LLBTygIH7IL9uSqXuJWnY0so888WOgaSMvpbA==,0,1,0.0,0.0,0.0,24,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285,196,0,0,0,104,1.454081633,1,1002,0.0,0.5925155925,1.0,0
gAAAAABlHALRzcJ3XOpPPDSSb1Cu1WG46SniH_nNu4L70Q9zT2cuJ9xcrDMyvj6D50vzQknxinHyai4fQvFiGA6CeIjCRbU5gA==,0,1,0.0,0.0,0.0,21,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,87.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1128,1026,83,0,0,156,1.099415205,1,4477,0.01853920036,0.5236768802,1.0,0
gAAAAABlHALR3W2-VbFz5pS7TKD-PNFqrNIa4z9DB2ABQdfFMKVjE1KnE5-7pOoSsxI-DZIGOBYaCcK2pgsG9CH-z5r1U20WHg==,0,1,0.0,0.0,0.0,13,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1093,122,0,0,0,16,8.959016393,1,658,0.0,0.8995884774,1.0,0
gAAAAABlHALRAE42Tk1WOePeNUj1eUA1R1zYM2vZicFnv-RQK835AITMcE_nuaz4Fs09SSbpS6JqrGuxUCZtRw1yYOaa-LhYnA==,0,1,0.0,0.0,0.0,13,28.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,11.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,754,959,0,0,0,41,0.7862356621,1,414,0.0,0.4401634559,1.0,0
gAAAAABlHALRNkctdoDchifqH6xzHYbbajrM0KI9iX-2jU6HTPiso_Rzj_QOarIBUN4UuS8r8LNLXs8sywVP9_dngj-fKi9O6Q==,0,1,0.0,0.0,0.0,20,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,221.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1725,965,0,0,0,11,1.787564767,1,1170,0.0,0.6412639405,1.0,0
gAAAAABlHALRsWIeCT5CX6HMbA5VP2qNdtYRTpDXs3pnQ7CdqvQIWz0kCgDvUpT7TaAOcNBdL8DFg-lKLyQgpiFCawTEhgGLzw==,0,1,0.0,0.0,0.0,19,2.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17563,338,239,0,1,113,51.96153846,1,4433,0.05391382811,0.9811183733,1.0,0
gAAAAABlHALRsjK6oIzK9h38l3Sdyu4qq82xZ0DmwrK5bpoDc-9sAwwzMgsYNnRGv97HoMujYUNQ9RYrI5O_8B8qwJ-zZneQ2g==,0,5,0.0,0.0,0.4,109,2.2,1.0,0.0,1.6,0.4,0.0,1.0,0.0,0.0,0.0,1.4,1,0.0005081300813,1.0,0.0,2156409,435598,1059307.5,774505.5024,1177.008333,2156409,435598,1059307.5,774505.5024,0,0,0.0,0.0,2.0,4552,375,25,0,0,159,12.13866667,1,2546,0.00981932443,0.9238887761,1.999996468,1
gAAAAABlHALR9TZ4HHdjwbUJPSpB4lDj6jDcYCtd042jYrL4iq7zR17OrwsksKBt-LOsfWY5l8mhNsZxFZjATIwIglU8c3pFUw==,0,3,0.0,0.0,0.3333333333,57,0.3333333333,1.0,2.0,1.333333333,0.3333333333,1.333333333,1.0,0.0,0.0,0.0,65.66666667,1,0.0005081300813,1.0,0.0,12747423,2890043,7818733.0,6970220.243,4343.740556,12747423,2890043,7818733.0,6970220.243,0,0,0.0,0.0,1.0,41,28,97,0,0,150,1.464285714,1,4681,0.02072206793,0.5942028986,1.999999678,0
gAAAAABlHALRIRWdE8Q9bwt9jqWyJGRJ3bN3fJw6tFATCX1L3eBo6gf9CZjSfL-Zsi0xh-4Rx8vBiFJGC94JU0VJ6D3wNuKRlg==,0,1,0.0,0.0,0.0,17,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1024,1028,102,0,0,121,0.9961089494,1,3099,0.03291384318,0.4990253411,1.0,0
gAAAAABlHALR7W5EMDvYHMsOXbXRSu3sgAeYNS-ZXUonF_geRlokw3BHa-tGFyngu9bX2gsawMmj1jfOkKJQ6IoUi_p5uZ9dpA==,0,1,0.0,0.0,0.0,25,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,543,198,1,0,0,144,2.742424242,1,1413,0.0007077140835,0.7327935223,1.0,0
gAAAAABlHALR6cnBamgnsSctdzbTgZAkT9tfXgj3BrPnxlQtY7Ik0yk_C6VDUuKIOe3UeFZRgAgq8fagNA0g-OJtYqMhkA8MTQ==,0,1,0.0,0.0,0.0,26,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,161,227,40,0,0,83,0.7092511013,1,4186,0.00955566173,0.4149484536,1.0,0
gAAAAABlHALRHd1jBC3GkAry7155EbebZulHPMQ2JuUzp0SlW2kgcjMvTogxruY8aTw6JWS8WI1e0xt8MUisu1XjNHzTAH8UKw==,0,1,0.0,0.0,0.0,23,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,77.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,844,641,20,0,0,160,1.316692668,1,4475,0.004469273743,0.5683501684,1.0,0
gAAAAABlHALR2YFFNX75mvBgFZx7o3NGXa4_hWBMg0BOWHbNhGM84GWkpoa-S63GcQG-Q53NE52ThoxCAWHuzkvuM1ljR9h8EA==,0,1,0.0,0.0,0.0,22,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,152.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,2.0,1,718,0.0,0.6666666667,1.0,1
gAAAAABlHALRmchJP2gQ6HjfPf2g8qih-XeC5XAzl9UQ4a3Yq9S-aLwGl-RAwY2_YZvZc93zwI0IJXMi47N-Agvw6OksnPZMmg==,0,1,0.0,0.0,0.0,23,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,117.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,652,767,4,0,0,71,0.850065189,1,397,0.01007556675,0.459478506,1.0,1
gAAAAABlHALRxvw44uApmTAS_5GsPaHWIvadr4SfwuDmSBEDhtXxOpj59udQ5eCaImE3W3Q7GmgP8L29WE_sTbaIwS2p6cp3Dw==,1,0,262.0,0.0,0.0,39,4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,376,146,25,0,0,140,2.575342466,1,3807,0.006566850538,0.7203065134,1.0,0
gAAAAABlHALREKVhCU12rm8CzrnfeNGQ5G63lmc9WKPyfAeunFl_gHIAgt7ijx7vTZRZpAZ9FtiosYaVlGBN19UpvMpi93qKIg==,0,1,0.0,0.0,0.0,20,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1024,1341,14,0,0,148,0.7636092468,1,4236,0.003305004721,0.4329809725,1.0,1
gAAAAABlHALRdUF64TAFe3pA6sPOtKpCGDbKpw9qrePJh6VTIRsnRlPPyA01nK7Dmz0kGA4Cbv3AEeKQXmTKFAooOtTNQSHQMA==,1,0,141.0,0.0,0.0,23,0.0,0.0,2.0,0.0,0.0,0.0,1.0,14.0,1.0,2.0,0.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2097,1003,28,0,0,112,2.090727817,1,4475,0.00625698324,0.6764516129,1.0,0
gAAAAABlHALRT_BCwOI4-N6KpTFEnxPiANTbBhti2-a23wAuViRNRLNsX7GVXQUndE282AJwebVsgehv1Ekcsrhw4dtiOGLDLw==,0,1,0.0,0.0,0.0,23,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,48.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21594,4651,0,0,1,145,4.642872501,1,4637,0.0,0.8227852924,1.0,0
gAAAAABlHALRMEQ8KrEeUyZUxTY6ulGFg2iuyttH3N2oEoSF2DQ7rJWA0B0RN6MIG7MHSQ5PSrU0xMJdu7ZTp3SLgiRWLzCVlw==,0,1,0.0,0.0,0.0,21,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5345,2286,60,0,0,152,2.338145232,1,4315,0.01390498262,0.7004324466,1.0,0
gAAAAABlHALRbIWwrQHL4oPa1uk99_ShJDVEBXkBkSXsLOlVkaxe5DKWBSE3tLKJbZLkdJq7ETlGlFziEQZJe8PieLbEejnNqQ==,0,1,0.0,0.0,0.0,26,11.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,149.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,791,1030,0,0,0,32,0.767961165,1,2822,0.0,0.4343767161,1.0,0
gAAAAABlHALRIti81wnPFxrtVfhBqDsN5vV_aS09aFb0uM4p7v2r3AXYL2f8gW1gOgLOnVd4XZdtGUrCIl02HqVZ9zGr3pEujw==,0,2,0.0,0.0,0.0,42,9.5,1.0,1.5,2.0,0.0,1.0,1.0,0.0,0.0,0.0,86.0,1,0.0005081300813,1.0,0.0,16605195,16605195,16605195.0,0.0,4612.554167,16605195,16605195,16605195.0,0.0,0,0,0.0,0.0,0.0,13058,931,127,0,0,148,14.02577873,1,2732,0.04648609078,0.9334477089,0.0,0
gAAAAABlHALRh6u0Z3VLscJCTChbqFoYhYalvTjrTPui1VW87jmZoFjCeWfOoSOvkZ_XUP-2AqvxC38A5IIBkDevJHuvUhEHnA==,0,1,0.0,0.0,0.0,23,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2769,733,78,0,0,158,3.777626194,1,4952,0.01575121163,0.7906910337,1.0,0
gAAAAABlHALR7Vf7I1tyDc2KuZv2fXgh_unB0wVa2wsywIspG71Q0BjbDRz0HlgeptD4JedDL9J0Je7IGh_7NxZbJOmZbuIN3Q==,0,2,0.0,0.0,0.0,50,1.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3242.5,1,0.0005081300813,1.0,0.0,4749519,4749519,4749519.0,0.0,1319.310833,4749519,4749519,4749519.0,0.0,0,0,0.0,0.0,0.0,7712,224,25,0,0,151,34.42857143,1,2376,0.01052188552,0.9717741935,0.0,1
gAAAAABlHALRCS31MjJV6gTuL_mHat1Sif7ti0ieUDF7jPfZk2u_130ycUI1SP4K6lkpvNikWSAqCFz0D2YTaZ04TkK6rmqmtQ==,0,1,0.0,0.0,0.0,24,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,204,146,0,0,0,114,1.397260274,1,911,0.0,0.5828571429,1.0,0
gAAAAABlHALRwYLdjYCR-MnlZ1r-3YUnb03fsGCycwBQcbY3FF8mZ8fCsAMyf_MgUNEfuhc4HECuPtG47aPuRmSqvwJJnwI7sg==,0,1,0.0,0.0,0.0,16,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2031,2327,8,0,0,71,0.8727975935,1,1544,0.00518134715,0.4660394676,1.0,0
gAAAAABlHALR-Bg1_ElvHyDe9fIopCOEvGiZWJ4XD46y2v9VTT1JA--1kLk7X1XKaY6HMwd9HXnNhIbQQoxmEMmnapzwJWxrow==,1,0,189.0,0.0,0.0,23,9.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0005081300813,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1550,553,3,0,0,54,2.802893309,1,1166,0.002572898799,0.7370423205,1.0,0
